artist_name,artist_slug,genius_artist_id,song_id,title,lyrics,url,featured_artists,english_only_text,n_english_lines,n_total_lines,english_ratio,english_word_count
Måneskin,måneskin,1271279,8642228,BABY SAID,"What's your thoughts about religion?
Are you close to your mother?
Tell me 'bout your dream vacation
And all of your ex lovers

Tell me now, what's that look on your face?
She puts her hand on my lips
Begging, ""Please end this conversation""

Baby said, ""When you're talkin' I go dead
Shut your mouth, give me your head""
Uh-uh, uh, uh, know you really want to
Baby said, ""Let me taste your silhouette
You can talk between my legs""
Uh-uh, uh, uh, know you really want to

Tell me what's your favorite color
And all of your ambitions
I'm not afraid of you being vulgar
But why are you so vicious?

Tell me now, what's that look on your face?
She puts her hand on my lips
Begging, ""Please end this conversation""

Baby said, ""When you're talkin' I go dead
Shut your mouth, give me your head""
Uh-uh, uh, uh, know you really want to
Baby said, ""Let me taste your silhouette
You can talk between my legs""
Uh-uh, uh, uh, know you really want to

I was runnin' and runnin' and runnin' and runnin' and runnin' after you
I was runnin' and runnin' and runnin' and runnin' and runnin' after you
I was cryin' and lovin' while you were just cummin' and howlin' at the moon
Yeah, you were runnin' and runnin' and runnin' away from this conversation

Baby said, ""When you're talkin' I go dead
Shut your mouth, give me your head""
Uh-uh, uh, uh, know you really want to
Baby said, ""Let me taste your silhouette
You can talk between my legs""
Uh-uh, uh, uh, know you really want to (Go!)

I wish she didn't, but my baby said
I wish she didn't, but my baby said
I wish she didn't, but my baby said
I wish she didn't, but my baby said",https://genius.com/Maneskin-baby-said-lyrics,,"What's your thoughts about religion?
Tell me now, what's that look on your face?
She puts her hand on my lips
Begging, ""Please end this conversation""
Baby said, ""When you're talkin' I go dead
Shut your mouth, give me your head""
Uh-uh, uh, uh, know you really want to
You can talk between my legs""
Uh-uh, uh, uh, know you really want to
Tell me what's your favorite color
I'm not afraid of you being vulgar
But why are you so vicious?
Tell me now, what's that look on your face?
She puts her hand on my lips
Begging, ""Please end this conversation""
Baby said, ""When you're talkin' I go dead
Shut your mouth, give me your head""
Uh-uh, uh, uh, know you really want to
You can talk between my legs""
Uh-uh, uh, uh, know you really want to
I was runnin' and runnin' and runnin' and runnin' and runnin' after you
I was runnin' and runnin' and runnin' and runnin' and runnin' after you
I was cryin' and lovin' while you were just cummin' and howlin' at the moon
Yeah, you were runnin' and runnin' and runnin' away from this conversation
Baby said, ""When you're talkin' I go dead
Shut your mouth, give me your head""
Uh-uh, uh, uh, know you really want to
You can talk between my legs""
Uh-uh, uh, uh, know you really want to (Go!)
I wish she didn't, but my baby said
I wish she didn't, but my baby said
I wish she didn't, but my baby said
I wish she didn't, but my baby said",33,40,0.825,263
Måneskin,måneskin,1271279,7885578,GASOLINE,"You're nothing but gasoline
Startin' fires since seventeen
Silver spoon in Daddy's jeans
You go, ""Four, three, two, one,"" count it, count it down
Mister in a stolen dress
You're so dark, but you paint it red
Soakin' wet in your golden bed
You go, ""Four, three, two, one,"" count it, count it down

How are you sleepin' at night? How do you close both your eyes?
Living with all of those lives on your hands?
Standing alone on that hill, using your fuel to kill
We won't take it standing still, watch us dance
How are you sleepin' at night? How do you close both your eyes?
Living with all of those lives on your hands?
Standing alone on that hill, using your fuel to kill
We won't take it standing still, watch us dance

We're gonna dancе on gasoline
We're gonna dancе on gasoline
We're gonna dance on gasoline

Your ego is dangerous
Your own blood is losing trust
With neighbors left in the dust
We go, ""Four, three, two, one,"" count it, count it down
Sitting on a stolen throne
Playing God with a heart of stone
The whole world is waiting for you to go
Down, down, down, down, down

How are you sleepin' at night? How do you close both your eyes?
Living with all of those lives on your hands?
Standing alone on that hill, using your fuel to kill
We won't take it standin' still, watch us dance
How are you sleepin' at night? How do you close both your eyes?
Living with all of those lives on your hands?
Standing alone on that hill, using your fuel to kill
We won't take it standin' still, watch us dance

We're gonna dance on gasoline
We're gonna dance on gasoline
We're gonna dance on gasoline",https://genius.com/Maneskin-gasoline-lyrics,,"You're nothing but gasoline
Startin' fires since seventeen
Silver spoon in Daddy's jeans
You go, ""Four, three, two, one,"" count it, count it down
Mister in a stolen dress
You're so dark, but you paint it red
You go, ""Four, three, two, one,"" count it, count it down
How are you sleepin' at night? How do you close both your eyes?
Living with all of those lives on your hands?
Standing alone on that hill, using your fuel to kill
We won't take it standing still, watch us dance
How are you sleepin' at night? How do you close both your eyes?
Living with all of those lives on your hands?
Standing alone on that hill, using your fuel to kill
We won't take it standing still, watch us dance
We're gonna dancе on gasoline
We're gonna dancе on gasoline
We're gonna dance on gasoline
Your ego is dangerous
Your own blood is losing trust
With neighbors left in the dust
We go, ""Four, three, two, one,"" count it, count it down
Sitting on a stolen throne
Playing God with a heart of stone
The whole world is waiting for you to go
Down, down, down, down, down
How are you sleepin' at night? How do you close both your eyes?
Living with all of those lives on your hands?
Standing alone on that hill, using your fuel to kill
We won't take it standin' still, watch us dance
How are you sleepin' at night? How do you close both your eyes?
Living with all of those lives on your hands?
Standing alone on that hill, using your fuel to kill
We won't take it standin' still, watch us dance
We're gonna dance on gasoline
We're gonna dance on gasoline
We're gonna dance on gasoline",37,38,0.9736842105263158,295
Måneskin,måneskin,1271279,6594286,FOR YOUR LOVE,"I wanna be the first man you look at tonight
I wanna be stuck in your head and make you go wild
I wanna drive you 'till the morning light, then
I wanna leave you alone in the middle of the night
I wanna be a good man and see you smile
And I wanna swim between your thighs
I wanna fuck you 'till you scream and cry

I wanna hold you in my arms tonight
For your love I'll do whatever you want
For your love I'll do whatever you want
I'll do whatever you want, for your love

So baby why don't you please me now
So baby why don't you please me now
I've got so much I can give to you
I've got so much I can give to you

For your love I'll do whatever you want
For your love I'll do whatever you want
I'll do whatever you want, for your love

So tell me what you want and I'll give you what you want, babe
Tell me what you want and I'll give you what you want, babe
Tell me what you want, I'll give you what you want, babe
Tell me what you want, I'll give you what you want

Because, baby, for your love I'll do whatever you want
For your love I'll do whatever you want
I'll do whatever you want, for your love",https://genius.com/Maneskin-for-your-love-lyrics,,"I wanna be the first man you look at tonight
I wanna be stuck in your head and make you go wild
I wanna leave you alone in the middle of the night
I wanna be a good man and see you smile
And I wanna swim between your thighs
I wanna hold you in my arms tonight
For your love I'll do whatever you want
For your love I'll do whatever you want
I'll do whatever you want, for your love
So baby why don't you please me now
So baby why don't you please me now
I've got so much I can give to you
I've got so much I can give to you
For your love I'll do whatever you want
For your love I'll do whatever you want
I'll do whatever you want, for your love
So tell me what you want and I'll give you what you want, babe
Tell me what you want and I'll give you what you want, babe
Tell me what you want, I'll give you what you want, babe
Tell me what you want, I'll give you what you want
Because, baby, for your love I'll do whatever you want
For your love I'll do whatever you want
I'll do whatever you want, for your love",23,25,0.92,216
Måneskin,måneskin,1271279,8187448,TRASTEVERE,"The touch of an angel, the taste of a drug
The look of a stranger who has seen too much
""Nothing comes for free, but you can pay with your heart
If you got one
Tell me all your questions, all you got to ask""
Says lickin' his fingers and shuffling the cards
""I'll give you the talent, you can give me your life
If you got one""

I swear to God that from tomorrow, there will be no more pain
I will cancel your name from each one of my songs
And I had the world down to my knees
But to be honest, I never truly gave a shit when you didn't come along
Oh, so leave me alone
Opеn up my chest, take evеrything I've got, yeah

The touch of an angel, the taste of a drug
The look of a stranger who has seen too much
""Nothing comes for free, but you can pay with your heart
If you got one
Tell me all your questions, all you got to ask""
Says lickin' his fingers and shuffling the cards
""I'll give you the talent, you can give me your life
If you got one""

I swear to God that from tomorrow, there will be no more pain
I will cancel your name from each one of my songs
And I had the world down to my knees
But to be honest, I never truly gave a shit when you didn't come along
Oh, so leave me alone
Open up my chest, take everything I've got


So leave me alone
Open up my chest, take everything I've got",https://genius.com/Maneskin-trastevere-lyrics,,"The touch of an angel, the taste of a drug
The look of a stranger who has seen too much
""Nothing comes for free, but you can pay with your heart
If you got one
Tell me all your questions, all you got to ask""
Says lickin' his fingers and shuffling the cards
""I'll give you the talent, you can give me your life
If you got one""
I swear to God that from tomorrow, there will be no more pain
I will cancel your name from each one of my songs
And I had the world down to my knees
But to be honest, I never truly gave a shit when you didn't come along
Opеn up my chest, take evеrything I've got, yeah
The touch of an angel, the taste of a drug
The look of a stranger who has seen too much
""Nothing comes for free, but you can pay with your heart
If you got one
Tell me all your questions, all you got to ask""
Says lickin' his fingers and shuffling the cards
""I'll give you the talent, you can give me your life
If you got one""
I swear to God that from tomorrow, there will be no more pain
I will cancel your name from each one of my songs
And I had the world down to my knees
But to be honest, I never truly gave a shit when you didn't come along
Open up my chest, take everything I've got
Open up my chest, take everything I've got",27,30,0.9,257
Måneskin,måneskin,1271279,9488629,THE DRIVER,"Hot like summer
Give me eyes, then twist the knife
Put me under your spell
Then hide the crime

Bare your soul 'til it's naked
Bite my lip 'til you break it
Steal my heart, get it wasted
Don't do it slow

If you're gonna set fire to the night
Baby, let me be the lighter
If you're already high and you wanna fly
I'll be the hit that takes you higher
If you wanna love when you touch the sky
You can be my midnight rider
If there's nowhere to go and you wanna go wild
I wanna be the driver


Make me helpless
Tie me down and use your rope
Made of velvet
Then turn the lights down low

Bare your soul 'til it's naked
Bite my lip 'til you break it
Steal my heart, get it wasted
Don't do it slow

If you're gonna set fire to the night
Baby, let me be the lighter
If you're already high and you wanna fly
I'll be the hit that takes you higher
If you wanna love when you touch the sky
You can be my midnight rider
If there's nowhere to go and you wanna go wild
I wanna be the driver


If you're gonna set fire to the night
Baby, let me be the lighter
If you're already high and you wanna fly
I'll be the hit that takes you higher
If you wanna love when you touch the sky
You can be my midnight rider
If there's nowhere to go and you wanna go wild
I wanna be the driver",https://genius.com/Maneskin-the-driver-lyrics,,"Hot like summer
Then hide the crime
Bare your soul 'til it's naked
Steal my heart, get it wasted
Baby, let me be the lighter
If you're already high and you wanna fly
I'll be the hit that takes you higher
If there's nowhere to go and you wanna go wild
I wanna be the driver
Tie me down and use your rope
Then turn the lights down low
Bare your soul 'til it's naked
Steal my heart, get it wasted
Don't do it slow
If you're gonna set fire to the night
Baby, let me be the lighter
If you're already high and you wanna fly
I'll be the hit that takes you higher
If there's nowhere to go and you wanna go wild
I wanna be the driver
If you're gonna set fire to the night
Baby, let me be the lighter
If you're already high and you wanna fly
I'll be the hit that takes you higher
If there's nowhere to go and you wanna go wild
I wanna be the driver",26,40,0.65,175
Måneskin,måneskin,1271279,8642226,TIMEZONE,"You're wearing my old clothes, but you, you wear it better
And every time I see your face, the moon should be jealous
And I keep talking to the wall 'til he's a friend of mine
I call you every hour just to tell you that I'm losing my mind

Now I know you're sleepin' where I'm supposed to be, and
Wish I could've stayed

Only thing that keeps us apart
Is seven thousand miles, running like a mad dog
Only thing that keeps us apart
Is a different timezone
So fuck what I'm dreaming, this fame has no meaning
I'm coming home
Only thing that keeps us apart
Is a different timezone

Tomorrow I've got another plane, I'm not gonna take it
Mmh, instead I'm gonna fly straight to you, I paid double for the tickets
And I don't give a shit about the contracts that I signed
And they can say whatever, we'll be making love, I'm fucking you tonight

Now I know you're sleeping where I'm supposed to be, and
Wish I could've stayed

Only thing that keeps us apart
Is seven thousand miles, running like a mad dog
Only thing that keeps us apart
Is a different timezone
So fuck what I'm dreaming, this fame has no meaning
I'm coming home
Only thing that keeps us apart
Is a different timezone


So fuck what I'm dreaming, this fame has no meaning
I'm coming home
The only thing that keeps us apart
Is a different timezone",https://genius.com/Maneskin-timezone-lyrics,,"You're wearing my old clothes, but you, you wear it better
And every time I see your face, the moon should be jealous
And I keep talking to the wall 'til he's a friend of mine
I call you every hour just to tell you that I'm losing my mind
Now I know you're sleepin' where I'm supposed to be, and
Wish I could've stayed
Only thing that keeps us apart
Is seven thousand miles, running like a mad dog
Only thing that keeps us apart
So fuck what I'm dreaming, this fame has no meaning
I'm coming home
Only thing that keeps us apart
Tomorrow I've got another plane, I'm not gonna take it
Mmh, instead I'm gonna fly straight to you, I paid double for the tickets
And I don't give a shit about the contracts that I signed
And they can say whatever, we'll be making love, I'm fucking you tonight
Now I know you're sleeping where I'm supposed to be, and
Wish I could've stayed
Only thing that keeps us apart
Is seven thousand miles, running like a mad dog
Only thing that keeps us apart
So fuck what I'm dreaming, this fame has no meaning
I'm coming home
Only thing that keeps us apart
So fuck what I'm dreaming, this fame has no meaning
I'm coming home
The only thing that keeps us apart",27,32,0.84375,229
Måneskin,måneskin,1271279,3342981,Chosen,"Hi everybody, this is Måneskin
You're listenin' to ""Chosen""
Listen clear now, baby, ya-ya
'Cause it begins like


Mmm
I started when I was seventeen and now I'm here, brah, ya-ah
You don’t even know what it means, so let me explain ya, ya-ah
I go far, very far for my dreams and now I believe ya, but I
But I don't need no money in my jeans, ya, to be an artist
One, two, three

This is not music, this is life, this is what I live for
So let me introduce myself cause I can't take no more
Here, there's too many stupid people and they have control
I got a plan in my mind and I won't let go
I've got the pistol in my hand, bam-bam-bam, shot it
And I don't wanna hear you, so please shut up, and now

Hey-ey-yeah, follow me, follow me now
So, hey-ey-yeah, yeah, follow me, follow me now
So, hey-ey-yeah, follow me, follow me now
Listen now, now, now, now, now-now-now, yeah
Follow me, follow me now

Hahahaha!
And one, two, three, yeah

I started when I was 17 and I'm not scared, I'm honest, yeah-ah-ah
And I know that it sounds cliché, but this is my moment, this is my moment
And I don't care what people feel 'cause I am born for that, yeah-ah
Because my voice is the voice of a beast
I wanna take it all man, so take it all man

This is not music, this is life, this is what I live for
So let me introduce myself cause I can't take no more
Here, there's too many stupid people and they have control
I got a plan in my mind and I won't let go
I've got a pistol in my hand, bam-bam-bam, shot it
And I don't wanna hear you, so please shut up and now

Hey-ey-yeah follow me, follow me now
So, hey-ey-yeah, follow me, follow me now
So, hey-ey-yeah, follow me, follow me now
Listen now, now, now, now, now-now-now
Yeah, follow me, follow me now

Oh, yeah-yeah
Na-na-na-na-na-na-na-na-na-na-na
Follow me now
And follow me now
Yeah, follow me, follow
Na-na-na-na-na-na-na-na

Hey-ey-yeah, follow me, follow me now
Hey-ey-yeah, hey, follow me, follow me now
Hey-ey-yeah, hey, follow me, follow me now
Listen now, now, now, now, now, now, now, now, now
Follow me, follow me now",https://genius.com/Maneskin-chosen-lyrics,,"Hi everybody, this is Måneskin
You're listenin' to ""Chosen""
Listen clear now, baby, ya-ya
'Cause it begins like
I started when I was seventeen and now I'm here, brah, ya-ah
You don’t even know what it means, so let me explain ya, ya-ah
I go far, very far for my dreams and now I believe ya, but I
But I don't need no money in my jeans, ya, to be an artist
One, two, three
This is not music, this is life, this is what I live for
So let me introduce myself cause I can't take no more
Here, there's too many stupid people and they have control
I got a plan in my mind and I won't let go
I've got the pistol in my hand, bam-bam-bam, shot it
And I don't wanna hear you, so please shut up, and now
Hey-ey-yeah, follow me, follow me now
So, hey-ey-yeah, yeah, follow me, follow me now
So, hey-ey-yeah, follow me, follow me now
Follow me, follow me now
And one, two, three, yeah
I started when I was 17 and I'm not scared, I'm honest, yeah-ah-ah
And I know that it sounds cliché, but this is my moment, this is my moment
And I don't care what people feel 'cause I am born for that, yeah-ah
Because my voice is the voice of a beast
I wanna take it all man, so take it all man
This is not music, this is life, this is what I live for
So let me introduce myself cause I can't take no more
Here, there's too many stupid people and they have control
I got a plan in my mind and I won't let go
I've got a pistol in my hand, bam-bam-bam, shot it
And I don't wanna hear you, so please shut up and now
Hey-ey-yeah follow me, follow me now
So, hey-ey-yeah, follow me, follow me now
So, hey-ey-yeah, follow me, follow me now
Yeah, follow me, follow me now
Yeah, follow me, follow
Hey-ey-yeah, follow me, follow me now
Hey-ey-yeah, hey, follow me, follow me now
Hey-ey-yeah, hey, follow me, follow me now
Follow me, follow me now",40,49,0.8163265306122449,360
Måneskin,måneskin,1271279,8642227,BLA BLA BLA,"Ha-ha-ha-ha-ha-ha-ha
You broke my heart so I crashed your car
You say you're sorry, well I bet you are
Ha-ha-ha-ha-ha-ha-ha

And bla-bla-bla-bla-bla-bla-bla
I hate your face but I like your mum's
You play it smart but you look so dumb
Du-du-du-du-du-du-dumb

And ha-ha-ha-ha-ha-ha-ha
I wanna fuck, let's go to my spot
But I'm too drunk and I can't get hard
Ha-ha-ha-ha-ha-ha-hard

And bla-bla-bla-bla-bla-bla-bla
You said you love me but it's just for fun
Give me a chance and I'll make you a lady
Gaga-gaga-gaga-ga

And ha-ha-ha-ha-ha-ha-ha
You like cocaine but you don't like pot
You say I'm a loser 'cause I want a puff
Pu-pu-pu-pu-pu-pu-puff

And bla-bla-bla-bla-bla-bla-bla
You said goodbye, so guess what I've done
I called your best friend and I said, ""Wassup
Let's fu-fu-fu-fu-fu-fuck""

So ha-ha-ha-ha-ha-ha-ha
And then we went to your favorite club
She drank too much and she said, ""You are
A twat, twat, twat, twat, twat, twat""

And ha-ha-ha-ha-ha-ha-ha
Then I drove into a parking lot
She smiled and told me, ""
You have a massive
 car""
Ca-car-car-ca-ca-
cock

And ha-ha-ha-ha-ha-ha-ha
I don't get how I fell in love
I guess I liked playin' with your dog
It made me feel like we had a son

But fu-fu-fu-fu-fu-fuck you
My mama told me that she never liked you
My life sucks and the blame is on you
So fu-fu-fu-fu-fu-fuck you again
And no, no, no, no, no, no, no
You got me angry and now I love punk
I listen to The Smiths cryin' alone
So please, please let me get what I want

So fu-fu-fu-fu-fu-fuck you
All my friends, they were right about you
You are so basic and you got stupid tattoos
So fu-fu-fu-fu-fu-fuck you again
And no, no, no, no, no, no, no
You said I'm ugly and my band sucks
But I just got a billion streaming song
So kiss, kiss my bu-bu-bu-bu-bu-butt

Ha-ha-ha-ha-ha-ha-ha
Ha-ha-ha-ha-ha-ha-ha
Ha-ha-ha-ha-ha-ha-ha
Ha-ha-ha-ha-ha-ha-ha!",https://genius.com/Maneskin-bla-bla-bla-lyrics,,"You broke my heart so I crashed your car
You say you're sorry, well I bet you are
I hate your face but I like your mum's
You play it smart but you look so dumb
I wanna fuck, let's go to my spot
But I'm too drunk and I can't get hard
You said you love me but it's just for fun
Give me a chance and I'll make you a lady
You like cocaine but you don't like pot
You say I'm a loser 'cause I want a puff
You said goodbye, so guess what I've done
I called your best friend and I said, ""Wassup
Let's fu-fu-fu-fu-fu-fuck""
And then we went to your favorite club
She drank too much and she said, ""You are
Then I drove into a parking lot
She smiled and told me, ""
You have a massive
I don't get how I fell in love
I guess I liked playin' with your dog
It made me feel like we had a son
My mama told me that she never liked you
My life sucks and the blame is on you
You got me angry and now I love punk
I listen to The Smiths cryin' alone
So please, please let me get what I want
All my friends, they were right about you
You are so basic and you got stupid tattoos
You said I'm ugly and my band sucks
But I just got a billion streaming song",30,57,0.5263157894736842,245
Måneskin,måneskin,1271279,8513002,KOOL KIDS,"Cool kids, they do not use floss
Marry me in the countryside
Honestly, I don't give a fuck
I’m addicted to rock and roll, yeah
Bleah

Beers up, drinks up, make a toast for me
I'm a scum, real scum, but I'm good at this (I’m good)
We're not punk, we're not pop, we're just music freaks
Spent two months in UK, but I don't drink gin
Check my origins, mate

But cool kids, they do not use drugs (They do not)
Only weed 'cause it's not that strong
I'm a bitch and I have much fun (I have much fun)
And I like doin’ things I love, yeah
’Cause I love that, I fucking love that

Cool kids, cool kids
Cool kids, we are cool kids
Cool kids, cool kids
Cool kids only fuck cool kids

But cool kids, they do not vomit
Or at least not in front of Vic (
Bitch!
)
I know you think she's a hot chick (
You fucking pig!
)
But I’m sorry, she prefers hot chicks (
Sorry
)

Cool kids, cool kids
Cool kids, we are cool kids
Cool kids (What), cool kids (What)
Cool kids only fuck cool kids

But cool kids, they're not cool as us
I talk shit 'cause it makes me laugh
You keep asking me about it
But my lyrics are all made up, yeah (You better like them)

Cool kids, cool kids
Cool kids, we are cool kids
Cool kids (What), cool kids (What)
Cool kids only fuck cool kids

But cool kids, they do not like rock
They only listen to trap and pop (Justin Bieber)
And everybody knows that rock and roll is shit
But I don't give a fuck about being a cool kid

Cool kids (Cool kids), cool kids (Cool kids)
Cool kids, we are cool kids
Cool kids (Cool kids; what), cool kids (Cool kids; what)
Cool kids only fuck cool kids

Cool kids
Cool kids
Eat my shit",https://genius.com/Maneskin-kool-kids-lyrics,,"Cool kids, they do not use floss
Marry me in the countryside
Honestly, I don't give a fuck
Beers up, drinks up, make a toast for me
I'm a scum, real scum, but I'm good at this (I’m good)
We're not punk, we're not pop, we're just music freaks
Spent two months in UK, but I don't drink gin
But cool kids, they do not use drugs (They do not)
Only weed 'cause it's not that strong
I'm a bitch and I have much fun (I have much fun)
’Cause I love that, I fucking love that
Cool kids, we are cool kids
Cool kids only fuck cool kids
But cool kids, they do not vomit
Or at least not in front of Vic (
I know you think she's a hot chick (
Cool kids, we are cool kids
Cool kids only fuck cool kids
But cool kids, they're not cool as us
I talk shit 'cause it makes me laugh
You keep asking me about it
But my lyrics are all made up, yeah (You better like them)
Cool kids, we are cool kids
Cool kids only fuck cool kids
But cool kids, they do not like rock
They only listen to trap and pop (Justin Bieber)
And everybody knows that rock and roll is shit
But I don't give a fuck about being a cool kid
Cool kids (Cool kids), cool kids (Cool kids)
Cool kids, we are cool kids
Cool kids only fuck cool kids",31,49,0.6326530612244898,249
Rose Villain,rose_villain,1018981,3939626,SAD! (XXXTentacion),"Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah
Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah

I gave her everything
She took my heart and left me lonely
I've been broken, heart's contentious
I won't fix, I'd rather weep
I'm lost then I'm found
But it's torture bein' in love
I love when you're around
But I fuckin' hate when you leave

Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah
Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah

I'm lost then I'm found
But it's torture bein' in love
I love when you're around
But I fuckin' hate when you leave

Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah
Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah",https://genius.com/Rose-villain-sad-xxxtentacion-lyrics,,"Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah
Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah
I gave her everything
She took my heart and left me lonely
I've been broken, heart's contentious
I won't fix, I'd rather weep
I'm lost then I'm found
But it's torture bein' in love
I love when you're around
Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah
Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah
I'm lost then I'm found
But it's torture bein' in love
I love when you're around
Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah
Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah",34,36,0.9444444444444444,289
Baby K,baby_k,3389,6395653,Hit Yo Block,"We go hit yo block yea
We go knock some opps down
We go bring them Glocks out
Send my niggas in yo house
Bitch we want the smoke let it blow just like a chimney
Green beams carbon 15 how you want it draco semi

We go hit yo block yea
We go knock some opps down
We go bring them Glocks out
Send my niggas in yo house
Bitch we want the smoke let it blow just like a chimney
Green beams carbon 15 how you want it draco semi
We go hit yo block yea
We go knock some opps down
We go bring them Glocks out
Send my niggas in yo house
Bitch we want the smoke let it blow just like a chimney
Green beams carbon 15 how you want it draco semi

Im on lean I'm on henny both em
And my  dizzy
Glizzy tucked on me
Bank roll in my denim
She fuck my brother but she know that I'm winning
Know I ain't saving these bitches i only got love for the drugs and the money we fuck on these bitches
These niggas be broke penny pinching
I'm dripping but don't think a young nigga slipping
Hop out that coupe jumping fences the feds tryna get me they Say ima menace
This shit you rapping I'm living
Niggas plot so I gotta keep sinning
Free my niggas locked up on a sentence
I get hot pay my niggas a visit
If u diss on that gang den u missin
We go shoot till ain't nobody living

We go hit yo block yea
We go knock some opps down
We go bring them Glocks out
Send my niggas in yo house
Bitch we want the smoke let it blow just like a chimney
Green beams carbon 15 how you want it Draco semi

We go hit yo block
We go lay em all down
Don't know who got shot
Thats something we can't talk about
Nah we can't talk it out
But we can chalk it out
Plus of that drank im full of syrup just like the waffle house
If you tote a glizzy you can't enter this the choppa house
I slide with a 50 CG business we keep poles out
Bitch we run the city so get with it or we chop you down
I know niggas want me keep it on me bitch im slanging iron

We go hit yo block yea we go hit the whole crowd
Choppas on the road now choppas outside my show now
Trap house never close now niggas they be clone now
Full of drugs I'm stone now feel like al Capone now",https://genius.com/Baby-k-and-pooh-shiesty-hit-yo-block-lyrics,,"We go knock some opps down
We go bring them Glocks out
Bitch we want the smoke let it blow just like a chimney
Green beams carbon 15 how you want it draco semi
We go knock some opps down
We go bring them Glocks out
Bitch we want the smoke let it blow just like a chimney
Green beams carbon 15 how you want it draco semi
We go knock some opps down
We go bring them Glocks out
Bitch we want the smoke let it blow just like a chimney
Green beams carbon 15 how you want it draco semi
Glizzy tucked on me
She fuck my brother but she know that I'm winning
Know I ain't saving these bitches i only got love for the drugs and the money we fuck on these bitches
These niggas be broke penny pinching
I'm dripping but don't think a young nigga slipping
Hop out that coupe jumping fences the feds tryna get me they Say ima menace
This shit you rapping I'm living
Niggas plot so I gotta keep sinning
Free my niggas locked up on a sentence
I get hot pay my niggas a visit
We go knock some opps down
We go bring them Glocks out
Bitch we want the smoke let it blow just like a chimney
Green beams carbon 15 how you want it Draco semi
Don't know who got shot
Thats something we can't talk about
Nah we can't talk it out
But we can chalk it out
Plus of that drank im full of syrup just like the waffle house
If you tote a glizzy you can't enter this the choppa house
I slide with a 50 CG business we keep poles out
Bitch we run the city so get with it or we chop you down
I know niggas want me keep it on me bitch im slanging iron
We go hit yo block yea we go hit the whole crowd
Choppas on the road now choppas outside my show now
Trap house never close now niggas they be clone now
Full of drugs I'm stone now feel like al Capone now",39,54,0.7222222222222222,359
